stop_id,stop_name,stop_lat,stop_lon
5319,Jamalpur Pagathiya,23.015359,72.582999
4906,Vaishya Sabha,23.017965,72.583451
2427,Gandhibag (Acher),23.08915,72.591656
2428,Nirantnagar,23.090968,72.592861
2429,Indiranagar,23.092485,72.59389
2430,Narendra Modi Stadium,23.094935,72.595405
2431,Sangath Bunglows,23.096675,72.596568
2432,Shri Ashrambapu Ashram Cross Road,23.098631,72.5983
2433,Sahajanand Park,23.100778,72.600513
2434,Akashdarshan Society,23.103386,72.602195
2435,Motera Gam,23.10478,72.602833
2436,Maruti Nandan-1,23.10705,72.603935
2437,Narnarayan Party Plot,23.108585,72.604658
2438,Shrushti Arcade,23.110708,72.605803
2439,Fire Station Cross Road,23.111246,72.604875
8769,Shree Rajendra Shanti Vihar,23.109629,72.602823
2440,Visamo Society,23.107261,72.599871
2441,Ashok Vihar,23.106383,72.59877
2442,Sarkari Engg. College,23.10658,72.597056
2443,Shitiratna Bunglows,23.108763,72.595915
2444,Swagat Bunglows,23.109165,72.592998
2445,Sakar School,23.109111,72.590953
2446,Sahajanand Bunglows (Chandkheda),23.109066,72.589088
2447,Santokba Hospital,23.109086,72.585598
3547,Chandkheda Gam,23.115126,72.582473
3548,Gujarat Housing Board (Chandkheda),23.114603,72.580106
3549,Manikrupa Prathamik School,23.113095,72.576476
4907,Sneh-Plaza,23.11164,72.573323
3551,Padmaprabhunagar,23.110706,72.570563
3552,Man Sarovar,23.109615,72.567426
3553,Manavnagar,23.108413,72.566353
3554,Sanskar Society,23.108183,72.565541
3555,Manibhadra Tenaments,23.110733,72.564508
3556,Dhartinagar,23.112479,72.563741
3557,Uma Bhavani Society,23.115055,72.562385
3559,Bhathiji Maharajnu Mandir,23.118581,72.561154
5688,Anand Vihar Flats,23.121701,72.56008
5601,Ravalwas,23.125327,72.559896
3561,Jogni Matanu Mandir,23.126006,72.55906
3562,Tragad Gam,23.127056,72.558458
4529,Vaishya Sabha,23.017846,72.583476
4160,Jamalpur Pagathiya,23.015663,72.583172
4161,Jamalpur Chakla,23.014236,72.58258
4118,Jamalpur Darwaja,23.013038,72.581929
1854,Calico Mills,23.006745,72.580095
4310,Maneknala Garnala,23.004328,72.57943
4311,S.T.Workshop (Chandola),23.001823,72.579526
4530,Ganj Sahid Dargah,22.999008,72.579488
3263,Narol Gam,22.962355,72.591705
3264,Narol Court,22.959435,72.591843
3265,Parmarnu Garnalu,22.954448,72.592143
3266,Electric Sub Station,22.951621,72.592058
3683,Abad Green Party Plot,22.949,72.591636
3268,Central Ware House,22.947386,72.5919
3684,Bhammariya Kuva,22.94471,72.591858
3685,Khajuri,22.943605,72.587408
3686,Lambha Mandir,22.941398,72.58091
3687,Talavdi (Lambha),22.939551,72.579253
3688,Lambha Gam,22.934162,72.575723
4121,Indiranagar Vibhag-1,22.934361,72.570703
4122,Mandir,22.933103,72.57042
3691,Indiranagar Vibhag-2,22.931588,72.565988
8999,Shrdhha Chowk,22.931667,72.563547
9008,Indiranagar Vibhag-2 (Pani Ni Tanki),22.931513,72.560473
3576,Tragad Gam,23.127078,72.558653
3577,Jogni Matanu Mandir,23.126025,72.55913
4772,Ravalwas,23.12533,72.559923
5689,Anand Vihar Flats,23.121828,72.560195
3579,Bhathiji Maharajnu Mandir,23.118585,72.561293
2008,Dhartinagar,23.112993,72.563593
2009,Manibhadra Tenaments,23.11048,72.564615
2010,Sanskar Society,23.108133,72.565595
4115,Sneh-Plaza,23.11172,72.57293
6250,Chandkheda Gam,23.115285,72.582472
2197,Shivshakti Nagar (Chandkheda),23.111006,72.584431
2399,Santokba Hospital,23.109215,72.585635
2400,Sahajanand Bunglows (Chandkheda),23.109193,72.589026
2401,Sakar School,23.109228,72.590956
2402,Swagat Bunglows,23.109288,72.592783
2403,Shitiratna Bunglows,23.10902,72.595668
2404,Sarkari Engg. College,23.106675,72.5971
2405,Ashok Vihar,23.10658,72.598693
2406,Visamo Society,23.107635,72.600003
8768,Shree Rajendra Shanti Vihar,23.10976,72.602689
2407,Fire Station Cross Road,23.111538,72.604895
2408,Shrushti Arcade,23.110505,72.605818
2409,Narnarayan Party Plot,23.108345,72.604705
2410,Maruti Nandan-1,23.107086,72.6041
2411,Motera Gam,23.104558,72.602821
2412,Akashdarshan Society,23.103153,72.6022
4116,Sahajanand Park,23.10063,72.600573
2414,Shri Ashrambapu Ashram Cross Road,23.09904,72.598956
2415,Sangath Bunglows,23.096501,72.59662
2416,Narendra Modi Stadium,23.094595,72.59538
2417,Indiranagar,23.092121,72.593735
2418,Nirantnagar,23.090845,72.5929
2419,Gandhibag (Acher),23.089013,72.591725
2203,Abu-Koba Cross Road,23.086486,72.592
2420,Chintamani Society,23.084407,72.592704
2421,Ramnagar,23.082693,72.590406
5690,Varsoda Ni Chali,23.080876,72.590136
2209,Dharmnagar,23.077705,72.590203
2210,Power House,23.074358,72.59159
1821,Subhash Bridge Circle,23.065633,72.583698
4260,Ghanshyamnagar,23.063832,72.584596
1822,Naranghat,23.058626,72.587301
1823,Police Stadium,23.05603,72.588718
2351,Shahibag Underbridge,23.051766,72.590305
1396,Police Commissioner Office,23.049103,72.589805
1397,Hirabag,23.046896,72.589701
1398,Swaminarayan Mandir (Shahibag),23.044973,72.589651
2352,Hathisingni Wadi,23.042493,72.589486
1399,Delhi Darwaja (Rt.105 Stand),23.039713,72.58844
3298,Bareja Eye Hospital,22.849564,72.59794
3299,Katariya Automobiles,22.852795,72.596253
3300,Bareja Approach,22.855963,72.594556
3301,Prakash High School (Bareja),22.854783,72.591873
3302,Akshardham Society,22.857338,72.591973
3303,Panini Taanki,22.861133,72.592211
3304,Associated Road Carriers,22.866018,72.592413
3305,Anaj Market Yard,22.86879,72.59251
3306,Ashok Layland Pvt. Ltd.,22.874701,72.592828
3308,Cargo Motors Pvt. Ltd.,22.881305,72.593201
3309,Jadaba Sanskrutik Hall,22.88532,72.593433
3310,Jetalpur Dham,22.88782,72.593915
3311,Swaminarayan Mandir (Jetalpur),22.89012,72.594614
3312,Shri M.P.Pandya High School,22.893861,72.594366
3313,Oad Meldi Matanu Mandir,22.895861,72.593995
3314,Asian Paints,22.900603,72.59363
3315,Ashok Layland Service Station,22.904636,72.593768
3316,Radha-Krushna Estate,22.907185,72.593781
3317,Kankuba Sanskar Kendra,22.91039,72.593253
3318,Gurukrupa Estate,22.912153,72.593361
3319,Aslali Gam,22.914973,72.594021
3320,Tulsi Vas,22.917388,72.59426
3321,Aslali Police Station,22.920053,72.594741
3322,Jyoti Ware House,22.923285,72.595341
3323,Aslali Fire Station,22.927773,72.595163
3324,S.P.Ring Road (Cargo Motors),22.930425,72.595138
3325,Hotel Sahyog,22.933998,72.595158
8680,Hundai Motors,22.936155,72.594199
3326,Asha Golden Transport,22.939895,72.593143
8678,Pragati Society,22.943141,72.592407
3328,Abad Green Party Plot,22.949051,72.591436
6102,Dhruv Nagar Society,22.994054,72.584558
3517,Dani Limda Gam,22.997178,72.583908
7044,Dhamatwan Gam,22.956065,72.722227
7042,Saurabh Vidyalay,22.955328,72.719942
7040,Matruchhaya Nivas,22.953634,72.716087
7038,Matruchhaya Farm,22.951772,72.711156
7036,Lakshmanpura,22.950539,72.708353
7034,Ger No Kuvo,22.94941,72.703284
7032,Jagannath Prathmik Shala,22.950969,72.695798
7029,Wanch-Dhamatwan Cross Road,22.952,72.694883
2295,Sarkari Gochar,22.954197,72.692084
2296,Ramtujino Kuvo,22.957149,72.686345
7045,Gatarad Valank (Turning),22.965352,72.680812
2297,Bibipura,22.965791,72.676812
2298,Bala Hanumannu Mandir,22.966351,72.673565
2299,Bakshino Kuvo,22.972785,72.669706
4629,Manekbag Society,23.022353,72.540608
3212,Shivranjni Society,23.024245,72.531075
4650,Swami Vivekanand Flats,23.021981,72.525623
4651,Shubhda Colony,23.019466,72.52529
4180,Panchgini Society,23.01781,72.523621
4652,Jodhpur Gam,23.016856,72.520846
6017,Kesar Party Plot,23.015262,72.521192
3912,Kanakkala Flats (Seema Hall),23.012853,72.51916
3913,Sarjan Complex (Madhur Hall),23.012635,72.515305
3914,Anandnagar (Madhur Hall),23.012506,72.51358
3915,Nilkanth Bunglows,23.011951,72.509941
3916,Prahladnagar Garden,23.011843,72.506401
3917,Prahladnagar Cross Road,23.011756,72.5041
6020,Y.M.C.A Club Char Rasta,23.008025,72.500537
6022,Nirma Farm,23.007559,72.4971
6024,Mumtpura Cross Road,23.00789,72.49177
6026,Kalarav Farm,23.008201,72.489224
6028,Shivam Auto Mall,23.008752,72.484424
6030,Under Bridge (Kaka Ka Dhaba),23.009205,72.477694
6032,Bhairavnath Way Bridge,23.006983,72.476877
6034,Saanket Bunglows-1,23.003482,72.474763
6036,Orachid Sky,23.004636,72.469599
6038,Aaviskar Circle,23.005669,72.466825
6040,Sky City,23.00674,72.46297
6042,Aakash Residency,23.007585,72.459364
6044,Samtav Bunglows,23.007342,72.457328
6047,Maher Street (Club O Seven),23.007085,72.454698
6049,Sakar County,23.005882,72.44991
6051,Bopal-Sanand Cross Road,23.005941,72.447936
6052,Orachid Wally,23.006136,72.443946
6055,Shela-Telav Cross Road,23.006241,72.441755
6056,Shela Gam,23.009342,72.442702
2195,Chandkheda (Sarthi Bunglows),23.122762,72.580956
2196,Satyamev Hospital,23.119593,72.582214
1652,Chandkheda Gam,23.116276,72.582871
2198,Parshwanathnagar,23.106823,72.58577
2199,O.N.G.C. Office,23.103461,72.586788
2200,Motera Road,23.098986,72.588221
2201,Lakshminagar,23.094185,72.589661
2202,Acher Depot,23.089508,72.590976
8338,Kailadevi Dham (Power House),23.074505,72.591527
8336,Rto Circle,23.068251,72.580204
3086,Astodiya Darwaja (Brt),23.01614,72.5911
2949,Pirkamal Masjid,23.001141,72.586291
2950,Virmaya Chowk,23.000201,72.583761
3480,Dani Limda Gam,22.996971,72.583781
6101,Dhruv Nagar Society,22.994079,72.584652
3267,Abad Green Party Plot,22.948928,72.591636
3269,Bhammariya Kuva,22.945225,72.592268
8677,Pragati Society,22.943141,72.592879
3270,Asha Golden Transport,22.939728,72.593403
8679,Hundai Motors,22.936116,72.594693
3271,Hotel Sahyog,22.932823,72.595558
3272,S.P.Ring Road (Cargo Motors),22.929993,72.595521
3273,Aslali Fire Station,22.928658,72.595561
3274,Jyoti Ware House,22.923296,72.595505
3275,Aslali Police Station,22.920203,72.594781
3276,Tulsi Vas,22.9176,72.594373
3277,Aslali Gam,22.91469,72.594036
3278,Gurukrupa Estate,22.911906,72.593311
3279,Kankuba Sanskar Kendra,22.910315,72.593275
3280,Radha-Krushna Estate,22.907225,72.593785
3281,Ashok Layland Service Station,22.905151,72.594206
3282,Asian Paints,22.900546,72.593913
3283,Oad Meldi Matanu Mandir,22.895755,72.594323
3284,Shri M.P.Pandya High School,22.892996,72.594826
3285,Swaminarayan Mandir (Jetalpur),22.889742,72.594855
3286,Jetalpur Dham,22.887671,72.594263
3287,Jadaba Sanskrutik Hall,22.885195,72.593811
3288,Cargo Motors Pvt. Ltd.,22.881,72.593485
3290,Ashok Layland Pvt. Ltd.,22.874348,72.593098
3291,Anaj Market Yard,22.868866,72.592803
3292,Associated Road Carriers,22.86576,72.592686
3293,Panini Taanki,22.861645,72.59248
3294,Shakti Road Lines,22.858228,72.594123
3295,Bareja Approach,22.85572,72.595336
3296,Katariya Automobiles,22.853076,72.5965
3297,Bareja Eye Hospital,22.849501,72.598276
4046,Bhadreshwar,23.086101,72.63894
4047,Samarath Nagar,23.08595,72.63327
7000,Indirabridge Approach,23.085851,72.629361
7001,Hansol,23.08561,72.624655
2343,Garnala (Camp),23.078825,72.61025
2344,Camp Sadar Bazar,23.07433,72.605241
2348,Dufnala,23.06206,72.595235
2349,Circuit House,23.060326,72.592128
7288,Sardar Patel Smarak Bhavan,23.059313,72.591026
2350,Shahibag Underbridge Approach,23.056055,72.591165
3601,Mandir,22.932263,72.569085
3602,Indiranagar Vibhag-1,22.93264,72.57056
5313,Talavdi (Lambha),22.939301,72.579005
5660,Sulema Ni Masjid,22.987783,72.58228
5317,Jamalpur Darwaja,23.011016,72.581165
2355,Shahibag Underbridge Approach,23.055865,72.590986
5648,Sardar Patel Smarak Bhavan,23.059351,72.590955
1826,Circuit House,23.060656,72.592373
1827,Dufnala,23.062115,72.595185
2360,Garnala (Camp),23.078895,72.610008
3350,Talavdi (Sadarnagar),23.083625,72.6204
3351,Hansol,23.085691,72.624581
2331,Indirabridge Approach,23.085991,72.630663
3352,Samarath Nagar,23.086041,72.633666
3353,Bhadreshwar,23.08621,72.638958
4583,Jamalpur Darwaja,23.011168,72.581351
5686,Sulema Ni Masjid,22.987796,72.582463
3689,Indiranagar Vibhag-1,22.932603,72.570455
3690,Mandir,22.93184,72.567975
9088,Sonal Factory,22.961436,72.603253
9076,Aakash Metro City,22.96277,72.60311
9074,Puspkunj Tenament,22.96431,72.60303
9072,Khodiyar Nagar,22.96563,72.60251
9265,Khodiyar Nagar(Umiyadham),22.966411,72.604155
9264,Rannapark Society,22.967211,72.605174
9262,Partheshwar Mahadev,22.967853,72.606268
9260,Chandraprabha Tenament,22.968466,72.608393
9258,Aalok Bunglows,22.970994,72.609659
9256,Chandralok Bunglows,22.972605,72.610474
9254,Amul Garden,22.987318,72.608879
9252,Janpath Society,22.987713,72.607302
9250,Sumneshwar Mahadev,22.988167,72.605371
6143,Jain Upashray,22.997316,72.606462
6142,Jain Upashray,22.997118,72.606465
9249,Sumneshwar Mahadev,22.988424,72.605413
9251,Janpath Society,22.98794,72.607345
9253,Amul Garden,22.987545,72.608986
9255,Chandralok Bunglows,22.972585,72.610624
9257,Aalok Bunglows,22.971004,72.609884
9259,Chandraprabha Tenament,22.968564,72.608629
9261,Partheshwar Mahadev,22.967883,72.606376
9263,Rannapark Society,22.967221,72.605292
9266,Khodiyar Nagar(Umiyadham),22.966381,72.604037
9071,Khodiyar Nagar,22.96538,72.60267
9073,Puspkunj Tenament,22.96417,72.60314
9075,Aakash Metro City,22.96258,72.6033
9087,Sonal Factory,22.961283,72.603086
9304,Thol Gam (Saradar Chowk),23.133102,72.377365
9302,Chandanpura Chokdi,23.133482,72.374533
9300,Sanand Cross Road,23.131247,72.37353
9298,Jin Vas,23.12954,72.374938
9296,Sadhimata Nu Mandir,23.127113,72.37894
9294,Natraj Farm,23.123758,72.385699
9292,Das Agro Industry,23.120788,72.387631
9290,Radha Bag,23.118006,72.389562
9288,Vayna Chokdi,23.113013,72.393639
9286,Adhana Gam,23.111394,72.395774
9284,Uplend Golf,23.107635,72.400763
9282,Deep Farm,23.101951,72.408455
9280,Dabhla Gam (Panjrapol),23.096296,72.414302
9278,Dabhla Overbridge,23.092496,72.41706
9276,Dabhla Chokdi,23.08766,72.422253
5869,Kusum Farm,23.089638,72.424854
5867,Aantar Kshitij,23.091711,72.42672
5865,Avadh Farm,23.094178,72.430025
5863,Aneri Farm (Canal),23.095086,72.433222
5861,Ranchodpura Cross Road,23.096271,72.438544
5859,Calorex Olive International School,23.097928,72.443264
5857,Ahemdabad Dental College,23.097652,72.452212
5855,Hare Krushna Mandir(Bhadaj),23.097374,72.457493
5853,Nasmed Chokdi,23.096367,72.461548
5851,Supercity Gate,23.098272,72.462911
5849,Supercity Complex,23.098223,72.466634
5847,R.K.Industries,23.094769,72.473221
5845,Satvik Hill,23.091808,72.479863
5844,Shree Kashi Aevenue,23.089717,72.484205
5710,Ugati Lakeview,23.07888,72.502758
4007,Sarthak School (Sattadhar Cross Road),23.064166,72.53134
2243,Sattadhar Society,23.066173,72.53225
4008,Pavapuri,23.068833,72.534771
2245,Gopalpark Society,23.07019,72.538023
2246,Bhagyoday Society,23.071425,72.540605
2247,Chhaya Flats,23.070386,72.543038
4009,Prabhat Chowk,23.068391,72.543996
4010,Ranna Park,23.066605,72.546766
4011,Gujarat Housing Board Office,23.064053,72.549485
4012,Shastrinagar,23.065881,72.552978
4013,Pragatinagar,23.064618,72.555385
4014,Adeshnagar (Naranpura Poice Station),23.065608,72.557553
1820,Vadaj,23.05596,72.57235
2885,Shahalam Tollnaka,23.000885,72.589454
3733,Kalupur Terminus,23.026875,72.5997
1094,M.L.A. Quarters,23.050125,72.609596
1095,Mukhini Chali,23.050846,72.611276
7299,Umiyanagar,23.050936,72.613008
1097,Rohidasnagar,23.049985,72.614621
1098,Chamanpura Housing Colony,23.050508,72.61554
1588,Kalapinagar,23.051858,72.617841
1100,Kalapinagar,23.051725,72.61793
1101,Chamanpura Housing Colony,23.050461,72.615705
1102,Rohidasnagar,23.049776,72.613943
1103,Umiyanagar,23.051256,72.612587
1104,Mukhini Chali,23.050575,72.610868
2274,Kalupur,23.028706,72.600313
1716,Sarangpur Darwaja (Brt),23.021785,72.599039
1717,Karnamukteshwar Mahadev (Brt),23.01893,72.599081
1718,Raypur Darwaja (Brt),23.017318,72.595923
3481,Vaikunthdham,23.000618,72.583474
3482,Jay Jagat Society,23.00441,72.58515
3483,Parikshitlalnagar,23.004825,72.586241
3484,Gautamnagar (Danilimda),23.007248,72.586555
3485,Anandji Kalyanji,23.007718,72.580619
1939,Jamalpur Darwaja,23.008671,72.580571
1344,Calico Colony,23.010635,72.577815
3487,N.I.D.Corner (Museum),23.011906,72.568913
2059,Tripura Society,23.0106,72.565041
8337,Kailadevi Dham (Power House),23.074197,72.591491
2176,Gram Panchayat Office,23.081056,72.587765
2177,Church,23.084916,72.585415
2178,Kabir Chowk,23.087555,72.585085
3497,Shivashish,23.103891,72.575821
3498,Shailganga,23.106813,72.57581
3499,Sonanagar,23.109701,72.575981
3500,Valinath Chowk,23.11294,72.57713
3501,Chandkheda (Ioc Road Stand),23.115303,72.582701
8935,Virmaya Sankul,23.120433,72.577531
8937,Kadi Nagarik Sahakari Bank,23.120361,72.576364
9370,Panchshlok Residency,23.120156,72.575293
9366,Aamrakunj Business Center,23.120232,72.574378
9368,Green Aura,23.120176,72.573453
9372,Dev Residency,23.120152,72.572325
1130,V.S. Hospital,23.021679,72.571373
1724,Congress Bhavan,23.018655,72.568766
1131,Arvind Sales Emporium,23.017701,72.568068
1132,Pritamnagar,23.016665,72.567213
1346,Paldi,23.01341,72.564498
1347,Mahalakshmi Society,23.011623,72.563405
2060,Tripura Society,23.010725,72.565185
2061,N.I.D.Corner (Museum),23.01157,72.567758
2062,Rajnagar Society,23.009405,72.567593
2056,Vishwakunj Society,23.007755,72.566278
2064,Prabhudas Thakkar College,23.006095,72.564911
2065,Jethabhai Park,23.003758,72.563884
2066,Shantivan Society,23.002018,72.562208
2067,Samast Brahamkshatriya Society,23.00123,72.561091
2111,Sabar Flats,23.00026,72.557881
2069,Narayannagar Society,22.998941,72.555493
2070,Narayannagar,22.998156,72.553815
2071,Ekta Tower,22.998219,72.551085
2072,Amar Flats,23.00021,72.549575
4174,Telephone Exchange (Vasna),22.999928,72.54721
3713,Vasna,23.002142,72.547383
3502,Divine International School,22.948954,72.597836
9086,Bharat Mata Chowk,22.94892,72.59634
9084,Pachvati,22.94881,72.59521
9082,Malin Sparsh,22.94842,72.59418
9080,Swastic Platinum,22.946922,72.594323
9078,Aaryaman Aawas,22.94492,72.5943
9070,Shyam Amrut Flat,22.966584,72.602055
9068,Sharda Vidhya Mandir,22.968215,72.601639
9066,Vrundavan Society,22.96821,72.60027
9064,Mrudul Park,22.969348,72.599587
9062,Radhe Shyam Tenament,22.97068,72.59973
9060,Vraj Bhumi Tenament,22.97314,72.59953
9089,Bathha (Narol Char Rasta),22.974896,72.598815
5655,Vyas Vatika (Moni Hotel),22.975371,72.599226
2872,Jawahar Chowk (Maninagar),22.995245,72.605113
2873,Radhavallabh Mandir,22.995201,72.607185
9373,Dev Residency,23.120225,72.572323
9369,Green Aura,23.120304,72.57349
9367,Aamrakunj Business Center,23.120334,72.574401
9371,Panchshlok Residency,23.12029,72.57529
8938,Kadi Nagarik Sahakari Bank,23.12048,72.57627
8936,Virmaya Sankul,23.120534,72.577523
3505,Dewangi Bungalow,23.12034,72.579276
3506,Chandkheda (Ioc Road Stand),23.115121,72.582326
2018,Valinath Chowk,23.112985,72.577236
2019,Sonanagar,23.109846,72.576038
2020,Shailganga,23.106876,72.575896
2021,Shivashish,23.104293,72.575915
2120,Vallabh Park,23.101405,72.57652
2121,Chandkheda Cross Road,23.10184,72.578166
3507,Kendriya Vidyalaya,23.099755,72.579275
2123,Railway Colony (Kali Bridge Cross Road),23.097558,72.580508
2124,Railway School,23.094661,72.582151
2125,Railway Colony Hospital,23.093683,72.583288
3508,Siddheshwar Ganesh Mandir,23.094481,72.585
2127,Jawahar Chowk (Sabarmati),23.092605,72.585121
2128,Jawahar School,23.090541,72.585555
2206,Kabir Chowk,23.087511,72.585133
2207,Church,23.084856,72.585486
2208,Gram Panchayat Office,23.081054,72.587869
3510,N.I.D.Corner (Museum),23.011951,72.568798
1853,Jamalpur Darwaja,23.009541,72.580891
3512,Anandji Kalyanji,23.007885,72.580839
3513,Gautamnagar (Danilimda),23.007011,72.586608
3514,Parikshitlalnagar,23.004786,72.586188
3515,Jay Jagat Society,23.004396,72.585165
3516,Vaikunthdham,23.00062,72.583511
5874,Ahvadiya Talav(New Ranip),23.086975,72.563876
5559,Devbhumi Society (Ranip),23.086186,72.560309
8285,Panchvati Bungalows,23.085728,72.557797
8283,Railway Garnala,23.085092,72.555117
5293,Chandlodiya Talav (Ganeshwar Mahadev),23.084263,72.553706
5294,Gayatri Society,23.08385,72.551001
5295,Tirupati School,23.08602,72.550803
5296,Khodiyarnagar (Chandlodiya),23.088335,72.550288
7408,Vallabh Farm,23.088918,72.550111
5729,Shubhmangal Society,23.089343,72.547176
8422,Madhav Farm,23.087535,72.54759
8423,Simran Avenue,23.08611,72.547891
8424,Shriji Residency,23.084513,72.5482
8425,Silver Star Mall,23.08313,72.546673
8426,Chuval Society,23.081531,72.548218
8427,Chandlodiya Gam,23.080658,72.54996
8428,Arjun Ashram,23.078925,72.55301
4950,Deshwali Society,23.074055,72.556178
4505,Tejas Society,23.07309,72.553471
4951,Jay Avinash Society,23.072385,72.551675
4952,Shankarda Hall,23.070946,72.54835
7874,Simandhar Complex,23.069225,72.544511
3972,Chhaya Flats,23.070338,72.54292
4233,Somnath Chowk (Chanakyapuri Approach),23.076527,72.538476
3393,Mrudul Park,23.077483,72.537683
3394,Sayona City,23.078908,72.53668
3395,Avadhpuri,23.08079,72.535576
3396,Nirman Tower (Sola),23.082161,72.533963
1685,Sola Bhagwat Vidyapith,23.085973,72.528245
5711,Ugati Lakeview,23.078896,72.502281
5843,Shree Kashi Aevenue,23.089303,72.484506
5846,Satvik Hill,23.09167,72.479959
5848,R.K.Industries,23.09465,72.47305
5850,Supercity Complex,23.097956,72.466709
5852,Supercity Gate,23.098381,72.463179
5854,Nasmed Chokdi,23.096288,72.461634
5856,Hare Krushna Mandir(Bhadaj),23.097354,72.457257
5858,Ahemdabad Dental College,23.097672,72.451955
5860,Calorex Olive International School,23.097889,72.443093
5862,Ranchodpura Cross Road,23.096152,72.4382
5864,Aneri Farm (Canal),23.095303,72.432879
5866,Avadh Farm,23.09406,72.429789
5868,Aantar Kshitij,23.092027,72.426956
5870,Kusum Farm,23.090033,72.42509
9275,Dabhla Chokdi,23.087601,72.422038
9277,Dabhla Overbridge,23.092407,72.416931
9279,Dabhla Gam (Panjrapol),23.096108,72.414163
9281,Deep Farm,23.101654,72.408455
9283,Uplend Golf,23.107595,72.400623
9285,Adhana Gam,23.111266,72.395634
9287,Vayna Chokdi,23.112855,72.393531
9289,Radha Bag,23.117946,72.389358
9291,Das Agro Industry,23.12068,72.387427
9293,Natraj Farm,23.123492,72.385742
9295,Sadhimata Nu Mandir,23.126945,72.379112
9297,Jin Vas,23.129293,72.375013
9299,Sanand Cross Road,23.131341,72.373374
9301,Chandanpura Chokdi,23.133516,72.374356
9303,Thol Gam (Saradar Chowk),23.133087,72.377312
2036,Purushottamnagar (Nava Vadaj),23.062555,72.56595
2037,Punam Party Plot,23.063778,72.565173
2038,Krushnanagar (Nava Vadaj),23.065361,72.563803
2082,Nava Vadaj,23.068126,72.561808
3966,Adeshnagar (Naranpura Poice Station),23.065466,72.557718
3967,Pragatinagar,23.06488,72.555125
3968,Shastrinagar,23.065653,72.552785
3969,Gujarat Housing Board Office,23.06445,72.550801
3970,Ranna Park,23.066436,72.546888
3971,Prabhat Chowk,23.068761,72.543671
3973,Bhagyoday Society,23.070953,72.539928
3974,Gopalpark Society,23.07071,72.539473
3975,Pavapuri,23.068685,72.534808
3976,Sattadhar Society,23.065895,72.532296
4204,Sarthak School (Sattadhar Cross Road),23.064011,72.53146
4205,Nirman Tower (Sattadhar),23.063933,72.528863
5472,Gulab Tower,23.063701,72.52557
5657,Shilpi Residency,23.06166,72.524806
5279,Someshwar Park,23.059968,72.526466
5473,Ajanta Ellora Apartments,23.05732,72.526431
5474,Shukan Complex,23.0542,72.524635
3847,Surdhara Bunglows,23.05191,72.52544
3848,Sal Hospital,23.049148,72.52378
2878,Radhavallabh Mandir,22.995121,72.606975
3679,Vyas Vatika (Moni Hotel),22.97504,72.59909
9059,Vraj Bhumi Tenament,22.97291,72.59965
9061,Radhe Shyam Tenament,22.970699,72.599826
9063,Mrudul Park,22.96924,72.599705
9065,Vrundavan Society,22.96835,72.60042
9067,Sharda Vidhya Mandir,22.96817,72.601711
9069,Shyam Amrut Flat,22.966505,72.602146
9077,Aaryaman Aawas,22.94493,72.59422
9079,Swastic Platinum,22.94697,72.59413
9081,Malin Sparsh,22.94888,72.59435
9083,Pachvati,22.94884,72.5953
9085,Bharat Mata Chowk,22.94898,72.59644
3494,Divine International School,22.949199,72.598435
4909,S.P.Ring Road (Odhav Gidc),23.030996,72.674283
4910,Astha Complex,23.031651,72.671351
7075,Aanjna Chowk,23.032267,72.668713
4911,Shyamved Residency,23.032713,72.666005
4231,Manmohan Park,23.032326,72.662023
4405,Varahi Prathamik School,23.032056,72.65826
4912,Vaibhav Park,23.031981,72.656646
4913,Vinayak Park,23.031923,72.654711
4914,Gokul Park,23.031378,72.651843
4415,Viratnagar Canal (Tapshil Society),23.030488,72.647968
5135,Tejendranagar,23.02993,72.646353
4916,Swaminarayan Mandir (Viratnagar),23.029068,72.64411
4917,Gandhi Park,23.027715,72.641016
4406,Viratnagar,23.027028,72.639543
4919,Mohannagar,23.033301,72.636641
4416,Bapunagar,23.034028,72.633983
4940,Kalyan Kendra,23.034383,72.63203
2812,Bapunagar Char Rasta,23.034961,72.629401
2813,Bapunagar Ghanti (Patelwadi),23.035,72.626825
7635,Bhid Bhanjan Hanuman,23.034741,72.6231
4920,Balkrushna High School,23.034848,72.619705
2816,Bombay Housing Colony,23.035003,72.61705
2817,Nutan Mills,23.033795,72.614588
2497,Shardaben Hospital,23.031652,72.611318
2498,Saraspur Char Rasta,23.030789,72.609691
2499,Dr.Ambedkar Hall (Saraspur),23.02995,72.607565
2500,Shrinagar Mills,23.031156,72.604189
7053,Julta Minara,23.024196,72.599721
5321,Vatva Railway Crossing,22.953598,72.631311
5329,Isanpur-Vatva Cross Road,22.975548,72.600675
4499,Narol Circle,22.972568,72.587051
5332,Yash Motors,22.972725,72.582151
4453,Ranipur Cross Road,22.973101,72.578643
4500,Jindal Denim,22.974015,72.569841
7412,Balkrushna Textiles,22.974401,72.565978
5333,Juna Octroinaka,22.975006,72.560505
5334,Waste To R.D.F. Plant And Energy,22.975551,72.55555
5335,Suez Pumping Station And Plant,22.976446,72.549015
5336,Gyaspur Approach,22.979485,72.544493
4454,Gyaspur Bhatha,22.987438,72.539075
5337,Shastri Bridge Approach,22.989098,72.537931
4455,Tata Motors (Bacha Motors),22.992293,72.535675
4456,Vishala Circle,22.994573,72.534051
5693,Hajibava Ni Dargah,22.992318,72.521501
1271,Sarkhej Railway Station (St 31 36 150),22.983259,72.49828
