id,city,fiscal_year,fy_start,estimate_basis,section,flow,head_category,head_name,head_name_raw,entity,amount_cr,amount_raw,source_pdf,page,extraction_method,confidence,note
87,ahmedabad,2013-14,2013,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_plus_direct_BE,,312.16,general_tax_plus_direct_BE,,,manual_verified,high,general_tax_plus_direct_BE
88,ahmedabad,2013-14,2013,BE,revenue,,total,Total revenue budget,,,2239.68,,,,manual_verified,high,
89,ahmedabad,2014-15,2014,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; prop-tax abstract row not cleanly isolated -> unverified; total-rev BE 3330.00,AMTS,235.0,AMTS chain-verified; prop-tax abstract row not cleanly isolated -> unverified; total-rev BE 3330.00,,337.0,manual_verified,high,AMTS chain-verified; prop-tax abstract row not cleanly isolated -> unverified; total-rev BE 3330.00
90,ahmedabad,2014-15,2014,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.8,,,,manual_verified,high,
91,ahmedabad,2014-15,2014,BE,revenue,,total,Total revenue budget,,,3330.0,,,,manual_verified,high,
92,ahmedabad,2015-16,2015,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; general tax 462.16+20.00=482.16cr; total-rev BE 3600.00,AMTS,280.0,AMTS chain-verified; general tax 462.16+20.00=482.16cr; total-rev BE 3600.00,,333.0,manual_verified,high,AMTS chain-verified; general tax 462.16+20.00=482.16cr; total-rev BE 3600.00
93,ahmedabad,2015-16,2015,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,4.9,,,,manual_verified,high,
94,ahmedabad,2015-16,2015,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,482.16,general_tax_BE,,,manual_verified,high,general_tax_BE
95,ahmedabad,2015-16,2015,BE,revenue,,total,Total revenue budget,,,3600.0,,,,manual_verified,high,
96,ahmedabad,2016-17,2016,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; general tax final 542.66cr; total-rev BE 4040.00,AMTS,335.0,AMTS chain-verified; general tax final 542.66cr; total-rev BE 4040.00,,286.0,manual_verified,high,AMTS chain-verified; general tax final 542.66cr; total-rev BE 4040.00
97,ahmedabad,2016-17,2016,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,5.2,,,,manual_verified,high,
98,ahmedabad,2016-17,2016,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,542.66,general_tax_BE,,,manual_verified,high,general_tax_BE
99,ahmedabad,2016-17,2016,BE,revenue,,total,Total revenue budget,,,4040.0,,,,manual_verified,high,
100,ahmedabad,2017-18,2017,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS chain-verified; general tax 560.00+15.00=575.00cr; total-rev BE 4484.00,AMTS,350.0,AMTS chain-verified; general tax 560.00+15.00=575.00cr; total-rev BE 4484.00,,300.0,manual_verified,high,AMTS chain-verified; general tax 560.00+15.00=575.00cr; total-rev BE 4484.00
101,ahmedabad,2017-18,2017,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,5.4,,,,manual_verified,high,
102,ahmedabad,2017-18,2017,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,575.0,general_tax_BE,,,manual_verified,high,general_tax_BE
103,ahmedabad,2017-18,2017,BE,revenue,,total,Total revenue budget,,,4484.0,,,,manual_verified,high,
104,ahmedabad,2018-19,2018,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,635.6,general_tax_BE,,,manual_verified,high,general_tax_BE
105,ahmedabad,2018-19,2018,BE,revenue,,total,Total revenue budget,,,4750.0,,,,manual_verified,high,
106,ahmedabad,2019-20,2019,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_BE,,580.61,general_tax_BE,,,manual_verified,high,general_tax_BE
107,ahmedabad,2019-20,2019,BE,revenue,,total,Total revenue budget,,,5196.93,,,,manual_verified,high,
108,ahmedabad,2021-22,2021,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),AMTS label 'A M T S' 35500L=355cr (latin font); 2020-21 budget absent (COVID gap in set); prop-tax/total not extracted this pass,AMTS,355.0,AMTS label 'A M T S' 35500L=355cr (latin font); 2020-21 budget absent (COVID gap in set); prop-tax/total not extracted this pass,,272.0,manual_verified,high,AMTS label 'A M T S' 35500L=355cr (latin font); 2020-21 budget absent (COVID gap in set); prop-tax/total not extracted this pass
109,ahmedabad,2021-22,2021,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,9.5,,,,manual_verified,high,
110,ahmedabad,2024-25,2024,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),ANCHOR 410cr OK (41000L); general+direct final 736.47cr; total-rev BE 4748.49 / revised 5248.12,AMTS,410.0,ANCHOR 410cr OK (41000L); general+direct final 736.47cr; total-rev BE 4748.49 / revised 5248.12,,291.0,manual_verified,high,ANCHOR 410cr OK (41000L); general+direct final 736.47cr; total-rev BE 4748.49 / revised 5248.12
111,ahmedabad,2024-25,2024,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,11.0,,,,manual_verified,high,
112,ahmedabad,2024-25,2024,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_plus_direct_final,,736.47,general_tax_plus_direct_final,,,manual_verified,high,general_tax_plus_direct_final
113,ahmedabad,2024-25,2024,BE,revenue,,total,Total revenue budget,,,4748.49,,,,manual_verified,high,
114,ahmedabad,2025-26,2025,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),ANCHOR 425cr OK (42500L); general+direct final 810.23cr; total-rev BE 6900.00 / revised 7038.90,AMTS,425.0,ANCHOR 425cr OK (42500L); general+direct final 810.23cr; total-rev BE 6900.00 / revised 7038.90,,325.0,manual_verified,high,ANCHOR 425cr OK (42500L); general+direct final 810.23cr; total-rev BE 6900.00 / revised 7038.90
115,ahmedabad,2025-26,2025,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,12.0,,,,manual_verified,high,
116,ahmedabad,2025-26,2025,BE,revenue,income,tax_revenue,Property tax (general tax),general_tax_plus_direct_final,,810.23,general_tax_plus_direct_final,,,manual_verified,high,general_tax_plus_direct_final
117,ahmedabad,2025-26,2025,BE,revenue,,total,Total revenue budget,,,6900.0,,,,manual_verified,high,
118,ahmedabad,2026-27,2026,BE,capital,expenditure,department_support,Loan/support to AMTS (city bus),75201 loan-to-AMTS line = 52500L = 525cr (BE); narrative replaces AMTS line w/ 'AMTS+BRTS = 3000 EV Buses (GCC Model)' p147; prop-tax/total not extracted this pass,AMTS,525.0,75201 loan-to-AMTS line = 52500L = 525cr (BE); narrative replaces AMTS line w/ 'AMTS+BRTS = 3000 EV Buses (GCC Model)' p147; prop-tax/total not extracted this pass,,299.0,manual_verified,medium,75201 loan-to-AMTS line = 52500L = 525cr (BE); narrative replaces AMTS line w/ 'AMTS+BRTS = 3000 EV Buses (GCC Model)' p147; prop-tax/total not extracted this pass
119,ahmedabad,2026-27,2026,BE,revenue,expenditure,grant_contribution,Grant to Sheth M.J. Library,,MJ_LIBRARY,12.0,,,,manual_verified,medium,
120,ahmedabad,2019-20,2019,BE,revenue,expenditure,grant_contribution,Grant to organizations providing dead body vans,Grant to organizations providing dead body vans                                Rs.0.50 crore,,0.5,Grant to organizations providing dead body vans                                Rs.0.50 crore,AMC_Budget_2019-20_English9594.pdf,,text,low,auto-extracted narrative grant line (low confidence; HITL verify)
121,ahmedabad,2023-24,2023,BE,revenue,expenditure,grant_contribution,Grant to municipal school board,Grant to municipal school board                                       Rs.506.00 crore,,506.0,Grant to municipal school board                                       Rs.506.00 crore,AMC_Budget_2023-24_English (1)6444.pdf,,text,low,auto-extracted narrative grant line (low confidence; HITL verify)
122,ahmedabad,2023-24,2023,BE,revenue,expenditure,grant_contribution,Grant to Sheth M J Library,Grant for Sheth M J Library                                           Rs.5.9590 crore,,5.959,Grant for Sheth M J Library                                           Rs.5.9590 crore,AMC_Budget_2023-24_English (1)6444.pdf,,text,low,auto-extracted narrative grant line (low confidence; HITL verify)
123,ahmedabad,2023-24,2023,BE,revenue,expenditure,grant_contribution,Grant to Sheth V S General hospital,Grant to Sheth V S General hospital                                  Rs.49.3131 crore,,49.3131,Grant to Sheth V S General hospital                                  Rs.49.3131 crore,AMC_Budget_2023-24_English (1)6444.pdf,,text,low,auto-extracted narrative grant line (low confidence; HITL verify)
