register_year,serial,zone,ward_token,ward,length_m,width_m,dlp_or_completion_date,contractor,consultant,road_desc_raw
2019-20,269,South,FtuFht,44 KHOKHRA,151.0,4.0,04-07-2022,Nar Narayan Infrastructure Pvt Ltd,,FtuFht Dtuztmh dtb<¤ le ytswctswlt hM<t 151 9.00 lhlthtgK RL£tMx[fah «t.je. 04-07-2022 rlju»t CtR «òvr< Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,270,South,FtuFht,44 KHOKHRA,151.0,11.82,04-08-2022,Nar Narayan Infrastructure Pvt Ltd,,FtuFht Dtuztmhdtb &e rJ^tdithe mtumtgxe mw^eltu htuz 151 11.82 lhlthtgK RL£tMx[fah «t.je. 04-08-2022 rlju»t CtR «òvr< Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,271,South,FtuFht^tuztmh,44 KHOKHRA,245.0,4.0,04-09-2022,Nar Narayan Infrastructure Pvt Ltd,,FtuFht^tuztmh rJM<th btk rJ^tdithe mtumt. &e ck^l mtumt. mw^eltu htuz 245 6.75 lhlthtgK RL£tMx[fah «t.je. 04-09-2022 rlju»t CtR «òvr< Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,272,South,FtuFht,44 KHOKHRA,259.0,2.0,02-05-2023,,,FtuFht jûbelthtgK rJM<th lt htuz (dje lk 1) 259 4.68 htujh muLxh 02-05-2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,273,South,FtuFht,44 KHOKHRA,340.0,2.0,02-03-2023,,,FtuFht jûbelthtgK rJM<th lt htuz (dje lk 2) 340 4.50 htujh muLxh 02-03-2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,274,South,FtuFht,44 KHOKHRA,60.0,2.0,02-05-2023,,,FtuFht jûbelthtgK rJM<th lt htuz (yLg djeytu ) 60 4.40 htujh muLxh 02-05-2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,275,South,FtuFht,44 KHOKHRA,72.0,29.0,,,,FtuFht ybhytrN»t Vjux vtmu ltu htuz 72 4.28 htujh muLxh 29/01/2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,276,South,FtuFht,44 KHOKHRA,85.0,30.0,,,,FtuFht htsuLî vtfo mtumtgxe vtmu ltu htuz 85 3.00 htujh muLxh 30/1/2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,277,South,FtuFht,44 KHOKHRA,89.0,29.0,,,,FtuFht fÕgtK Mfwj &e htbœuJ veh bkœeh <hV s<tu htuz 89 7.01 htujh muLxh 29/01/2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,278,South,FtuFhtlJœwdto,44 KHOKHRA,525.0,2.0,02-02-2023,,,FtuFhtlJœwdto mttumt &e dtuMJtbe mbts mtumtgxe &e <hV s<tu htuz 525 7.84 htujh muLxh 02-02-2023 vjfCtR mhJigt Ch<CtR ati^he XtftuhCtR JmtJt
2019-20,279,South,œtKejebztCSgtJt¤e,36 DANILIMDA,116.0,19.0,,Nar Narayan Infrastructure Pvt Ltd,,œtKejebztCSgtJt¤e atje htuz (hmwjtctœ &e sgtur< vtfo mtumtgxe mw^eltu xe.ve htuz) 116 5.00 lhlthtgK RL£tMx[fah «t.je. 19/04/2022 «ftNCtR Cukukukò¤egt Wmbtldle buDhSgt sd<CtR ftuLx[tfxh
2019-20,280,South,œtKejebztvtlJt¤e,36 DANILIMDA,105.0,19.0,,Nar Narayan Infrastructure Pvt Ltd,,œtKejebztvtlJt¤e atje buRl xe.ve.htuz (QkxJt¤e atje htuz ltk cœju ) 105 5.50 lhlthtgK RL£tMx[fah «t.je. 19/04/2022 «ftNCtR Cukukukò¤egt Wmbtldle buDhSgt sd<CtR ftuLx[tfxh
2019-20,281,South,œtKejebzt,36 DANILIMDA,570.0,23.0,,Nar Narayan Infrastructure Pvt Ltd,,œtKejebzt rf<eofwks mtumtgxe xe.ve.htuz 570 4.80 lhlthtgK RL£tMx[fah «t.je. 23/04/2022 «ftNCtR Cukukukò¤egt Wmbtldle buDhSgt sd<CtR ftuLx[tfxh
2019-20,282,South,RLœ[vwhe,,185.0,4.0,04-06-2022,Nar Narayan Infrastructure Pvt Ltd,,RLœ[vwhe cr¤gtldh &e «dr<ldh htuz ybhtRJtze yuhegt 185 7.00 lhlthtgK RL£tMx[fah «t.je. 04-06-2022 silefCtR mthkd hbuNCtR cthigtXtftuhCtR JmtJt
2019-20,283,South,Rmlvwh,45 ISANPUR,225.0,30.0,30-04-2022,N.C.C. Infra Pvt Ltd,,Rmlvwh æJrl mtumtgxe &e Nrf< mtumtgxe mw^eltu htuz 225 8.00yul.me.me.RL£tM vum «t.je. 30-04-2022 CtJuNCtR vxuj mw»btcul vxuj vhuN ve. Ntn
2019-20,284,South,Rmlvwh,45 ISANPUR,172.0,17.0,,,,Rmlvwh ctvt me<thtble bZwje &R atufmevtfo mw^eltu htuz 172 6.50Cdeh& yumtumeyux 17/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,285,South,Rmlvwh,45 ISANPUR,141.0,18.0,,,,Rmlvwh X¬h zuhelt Ftkat &R jje<t mtumtgxe htuz 141 6.80 Cdeh& yumtumeyux 18/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,286,South,Rmlvwh,45 ISANPUR,247.0,22.0,,,,Rmlvwh œhcth mtRfj &R ChJtzJtm mw^elt htuz 247 8.05 Cdeh& yumtumeyux 22/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,287,South,Rmlvwh,45 ISANPUR,96.0,20.0,,,,Rmlvwh htsbkrœh mtumtgxe htuz 96 6.65 Cdeh& yumtumeyux 20/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,288,South,Rmlvwh,45 ISANPUR,32.0,21.0,,,,Rmlvwh rNJb Mfwj htuz 32 8.87 Cdeh& yumtumeyux 21/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,289,South,Rmlvwh,45 ISANPUR,360.0,26.0,,,,Rmlvwh ftuBVe ntuxuj &e htsctd mtumtgxe mw^eltu htuz 360 6.10 Cdeh& yumtumeyux 26/11/2022 ylj Ntn mw»btcul vxuj vhuN ve. Ntn
2019-20,290,South,JxJt,47 VATVA,382.0,26.0,,N.C.C. Infra Pvt Ltd,,JxJt rcbj Vtbo mtbu Bgwrl. dtzol Ãjtux &e ztftuhlt& mw^eltu htuz 382 7.83 yul.me.me.RL£tM vum «t.je. 26/04/2022 rJlg vxuj c{esuN htJj rfhK «òvr< vhuN ve. Ntn
2019-20,291,South,JxJt,47 VATVA,1139.0,5.0,05-05-2022,N.C.C. Infra Pvt Ltd,,JxJt Bgwrl. vtxeoÃjtux &e ^ljûbe &R dtbze htuz <hVlt hM<tlu hed{uz fhe hemhVum fhJtlt ftb 1139 5.85 yul.me.me.RL£tM vum «t.je. 05-05-2022 rJlg vxuj rfhK «òvr< vhuN ve. Ntn
2019-20,292,South,JxJt,47 VATVA,840.0,3.0,03-05-2023,Nar Narayan Infrastructure Pvt Ltd,,JxJt œuJebt<t bkrœh &e ntubdtzo ytuVem &R JxJt <¤tJ 840 9.00 lhlthtgK RL£tMx[fah «t.je. 03-05-2023 rJlg vxuj rfhK «òvr< vhuN ve. Ntn
2019-20,293,South,jtkCt,46 LAMBHA,225.0,24.0,,Nar Narayan Infrastructure Pvt Ltd,,jtkCt «r<CtvÕm ftuBvjuût &e Yce btuxmo mw^eltu hM<tu 225 4.7 lhlthtgK RL£tMx[fah «t.je. 24/04/2022 ©e –r»tCtR ©ebt¤e ©e fÕvuNCtR ÍtÍYrfgt XtftuhCtR JmtJt
2019-20,294,South,jtkCt,46 LAMBHA,217.0,24.0,,Nar Narayan Infrastructure Pvt Ltd,,jtkCt «òvr<Jtm («btuœbntsl lt Dh) &e Nrf<ldh mw^eltu hM<tu 217 4.5 lhlthtgK RL£tMx[fah «t.je. 24/04/2022 ©e –r»tCtR ©ebt¤e ©e fÕvuNCtR ÍtÍYrfgt XtftuhCtR JmtJt
2019-20,295,South,jtkCt,46 LAMBHA,1731.0,5.0,05-04-2022,Nar Narayan Infrastructure Pvt Ltd,,jtkCt œuJ ntuxj &e hekdhtuz <hV s<t bwÏg ntRJu Wvh vev¤sdtbbtk mhfthe lu¤egtJt¤tu ctgvtm hM<tu 1731 8.45 lhlthtgK RL£tMx[fah «t.je. 05-04-2022©e ykkrf<CtR «òvr< ©e fÕvuNCtR ÍtÍYrfgt XtftuhCtR JmtJt
2019-20,296,South,jtkCt,46 LAMBHA,328.0,30.0,,Nar Narayan Infrastructure Pvt Ltd,,jtkCt øgtmvwh buRl duxle ztce ctswltu ngt< yJh sJhltu hM<tu zçÕgw.yub.yub juJju vtftu fhe hemhVum fhJt 328 3.85 lhlthtgK RL£tMx[fah «t.je. 30/5/2022 ©e ykkrf<CtR «òvr< ©e fÕvuNCtR ÍtÍYrfgt XtftuhCtR JmtJt
2019-20,297,South,jtkCt,46 LAMBHA,1547.0,28.0,,Nar Narayan Infrastructure Pvt Ltd,,jtkCt jtkCtJtuzobtk ytJuj xe.ve luNlj ntRJu &e heNe< humezuLme &R JxJt <hV s<e bwÏg fultj mw^eltu hM<tu hemhVuRm fhJtltk ftb 1547 6.37 lhlthtgK RL£tMx[fah «t.je. 28/05/2022©e rœluNCtR vthde ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,298,South,jtkkCt,,896.0,2.0,02-01-2023,,,jtkkCt dtgºte ftuBÃjût &e Rlœehtldh -1 896 3.80 Cdeh& yumtumeyux 02-01-2023©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,299,South,jtkCt,46 LAMBHA,,,,,,jtkkCt jtkCt dtb cmMxuNl &e RLœehtldh -1 Cdeh& yumtumeyux ©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,300,South,jtkkCt,,1795.0,21.0,,,,jtkkCt RLœehtldh -1 ath hM<t &e xleod Cdeh& yumtumeyux ©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt 1795 6.50 21/10/2022
2019-20,301,South,jtkkCt,,,,,,,jtkkCt RLœehtldh -1 xleod &e RLœeht ldh-2 cm MxuNl Cdeh& yumtumeyux ©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,302,South,jtkkCt,,,,,,,jtkkCt RLœehtldh-2 cmMxuNlRLœeht ldh-2 nlwbtl bkrœh Cdeh& yumtumeyux ©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,303,South,jtkkCt,,935.0,2.0,02-01-2023,,,jtkkCt jûbevwht dtb <hV s<tu buRl htuz 935 3.80 Cdeh& yumtumeyux 02-01-2023©e rœÔguNCtR Cw< ©e gtuduN CtR bÕntuºtt XtftuhCtR JmtJt
2019-20,304,South,JxJt,47 VATVA,1100.0,14.0,,,,JxJt rbzftu rc{s &e ccwlvtujem atufe htuz 1100 14 halt RLV{tMx[fah 23/01/2023 sguNCtR œtuNe bnuNCtR htsvw< fehex vhbth
2019-20,305,South,JxJt,47 VATVA,400.0,12.0,,N.C.C. Infra Pvt Ltd,,JxJt fuzejt rc{s &e studom vtfo 400 12 yul.me.me. RL£tMvuN «t.je15/12/2022 rJhj vxuj bnuNCtR htsvw< fehex vhbth
2019-20,306,South,cnuhtbvwht,35 BAHERAMPURA,1100.0,21.0,,,,cnuhtbvwht ftNehtb xuûtxtRjm &e ftuÍe ntuxj 1100 21 halt RLV{tMx[fah 16/05/2022 sguNCtR œtuNe bnuNCtR htsvw< fehex vhbth
2019-20,307,Central,Ntnvwh,17 SHAHPUR,410.0,28.02,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ntnvwh Ntnvwh ycol nuÕ& muLxh&e çntR muLxh åttufXt 410 8.00 halt fkLMx[fNl yuLz EL£tMxT[fah28.02.2023 Ch<CtR atintK vw<wj <tht rfNtuhCtE ltzegt
2019-20,308,Central,Ntnvwh,17 SHAHPUR,455.0,23.02,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ntnvwh bntft¤e bkœeh htuz 455 8.00 halt fkLMx[fNl yuLz EL£tMxT[fah23.02.2023 rblu»tCtR vtœhegt vw<wj <tht rfNtuhCtE ltzegt
2019-20,309,Central,Ntnvwh,17 SHAHPUR,360.0,10.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ntnvwh bknuœefwJt ath hM<t&e bt^wvwht vtujem MxuNl htuz 360 10.00halt fkLMx[fNl yuLz EL£tMxT[fah25.02.2023 bÍnhCtR vXtK vw<wj <tht rfNtuhCtE ltzegt
2019-20,310,Central,Ftzegt,28 KHADIA,400.0,10.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ftzegt mtkfze Nuhe btKufatuf &e ZtjdhJtz ath hM<t 400 10.00 halt fkLMx[fNl yuLz EL£tMxT[fah28.01.2023 sgleN fk&thegt ytrN»t yth.vxuj rfNtuhCtE ltzegt
2019-20,311,Central,Ftzegt,28 KHADIA,115.0,12.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ftzegt btKufatuf &e r<jf buœtl 115 12.00 halt fkLMx[fNl yuLz EL£tMxT[fah29.01.2023 sgleN fk&thegt ytrN»t yth.vxuj rfNtuhCtE ltzegt
2019-20,312,Central,Ntnectdbtunl,16 SHAHIBAG,290.0,18.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,Ntnectdbtunl rmlubt mfoj &e mk<t»tebt<tltk bkœeh Jt¤t xe skfNl mw^e 290 18.00 halt fLMx[¾Nl yuLz RL£tMx[¾ah - fÕvuNCtR.fu. vxuj hbKCtR yub.vxuj yuuj.me.vxuj ELatso brl»tCtE Ntn
2019-20,313,Central,ymthJt,15 ASARWA,305.0,31.07,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt Ctøgtuœg Vjux&e de<tldh mtumtgxe mw^e 305 7.20 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj
2019-20,314,Central,ymthJt,15 ASARWA,140.0,31.07,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt buDKeldh Ntf btfuox htuz 140 8.00 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj 1795 6.50 21/10/2022
2019-20,315,Central,ymthJt,15 ASARWA,128.0,110.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt buDKeldh Ntf btfuoxo&e çjtuf lk 128 mw^e 110 7.00 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj
2019-20,316,Central,ymthJt,15 ASARWA,180.0,31.07,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt mqgoldh Atvht&e Lgw rlhksl mtumtgxe mw^e 180 5.20 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj
2019-20,317,Central,ymthJt,15 ASARWA,325.0,31.07,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt dtk^eldh mtumtgxe&e mhœth atuf mw^e 325 9.70 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj
2019-20,318,Central,ymthJt,15 ASARWA,180.0,31.07,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt de<tldh mtumtgxe&e dwjcdo mtumtgxe mw^e 180 6.00 halt fLMx[[fNl yuLz RL£tMx[fah31.07.2022 yrN»tCtR aitntKELatso yb]<CtR «òv<erJsgCtE vxuj
2019-20,319,Central,ymthJt,15 ASARWA,254.0,30.11,,,,ymthJt vqò ntuMvexj &e studuµhe Atvht &R mhœthatuf 254 8.00halt fLMx[[fNl yuLz RL£tMx[fah30.11.2022 lunjcul vhbth«ftNCtR cjmthegt rJsgCtE vxuj
2019-20,320,Central,ymthJt,15 ASARWA,379.0,10.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt Ntgtult Nt¤t&e ybhldh mw^e 379 10.00 halt fLMx[[fNl yuLz RL£tMx[fah30.11.2022 lunjcul vhbth«ftNCtR cjmthegt rJsgCtE vxuj
2019-20,321,Central,ymthJt,15 ASARWA,81.0,250.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt rJXXjœth vtxeoÃjtux&e buDtKeldh vtKele xtkfe mw^eltu htuz (çjtuf lkk 9 &e 81) 250 9.15 halt fLMx[[fNl yuLz RL£tMx[fah31.12.2022 lunjcul vhbth«ftNCtR cjmthegt rJsgCtE vxuj
2019-20,322,Central,ymthJt,15 ASARWA,24.0,26.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt buDtKeldh dw.nt.ctuzo çjtuf lk. 24 &e 26 100 6.00 halt fLMx[[fNl yuLz RL£tMx[fah31.12.2022 lunjcul vhbth«ftNCtR cjmthegt rJsgCtE vxuj
2019-20,323,Central,ymthJt,15 ASARWA,38.0,180.0,,"(?) Construction & Infrastructure (gap-year firm, verify)",,ymthJt ybhßgtu< Mfqj Jt¤tu htuz(çjtuf lkk 38 &e 8) 180 6.00 halt fLMx[[fNl yuLz RL£tMx[fah31.12.2022 lunjcul vhbth«ftNCtR cjmthegt rJsgCtE vxuj
2019-20,324,Central,ymthJt,15 ASARWA,245.0,31.12,,,,ymthJt htuneœtm mtumtgxe dux&e fjtveldh ctJjt mw^e 245 8.50halt fLMx[[fNl yuLz RL£tMx[fah31.12.2022 yb]<CtR «òv<e«ftNCtR cjmthegt ELatso brl»tCtR Ntn
2019-20,325,Central,ymthJt,15 ASARWA,800.0,17.0,,,,ymthJt kkfjtveldh ath hM<t&e mtRctct mtumtgxe htuz 800 17.00halt fLMx[[fNl yuLz RL£tMx[fah31.01.2023 lunjcul vhbth«ftNCtR cjmthegt ELatso brl»tCtR Ntn
2019-20,326,Central,ymthJt,15 ASARWA,650.0,18.0,24-11-2021,Nar Narayan Infrastructure Pvt Ltd,,ymthJt ytubldh mfoj &e hðlmtdh ath hM<t 650 18 lhlthtgtK RL£tMx[fah «t.je. 24-11-2021
2019-20,327,Central,NtrnctdhejtgLm,,550.0,18.0,15-04-2021,,,NtrnctdhejtgLm btfuox &e nlwbtl vwht ce.yth.xe.yum. Cm MxuLz 550 18 Cdeh& yumtumeyuxm 15-04-2021
2019-20,328,North,lhtuzt,12 NARODA,242.0,23.1,23.10.2022,K.E.C.L.,,lhtuzt mðglthtgK lu¤egt &e fwbthNt¤t htuz &e sÕvt vkvekd 242 8.47 fu.R.me.yuj. 23.10.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,329,North,lhtuzt,12 NARODA,180.0,23.4,,,,lhtuzt dòll rJjt &e fultj vuhujj 180 4.2 yul.me.me. 23.4.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze biºtug JtDujt rbluN Ntn mksg mw&th
2019-20,330,North,lhtuzt,12 NARODA,336.0,30.12,30.12.2022,,,lhtuzt Ne<jlt& «Cw &e Fthefx fultj 336 9.49 yul.me.me. 30.12.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,331,North,lhtuzt,12 NARODA,41.0,434.0,,,,lhtuzt œuJ ytNe»t- 41 434 4 yul.me.me. 1.1.2023 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,332,North,lhtuzt,12 NARODA,435.0,12.2,,,,lhtuzt nkmvwht cm MxuLz &e nkmvwht dtb <hV ltu hM<tu 435 5 yul.me.me. 12.2.2023 yÕ¾uN mtujkfe «KJ vkze< lgltcul Fhtze
2019-20,333,North,lhtuzt,12 NARODA,236.0,21.12,21.12.2022,,,lhtuzt œnudtb mfoj &e swlwk sft< ltfwk 236 9.82 yul.me.me. 21.12.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,334,North,lhtuzt,12 NARODA,166.0,29.12,29.12.2022,,,lhtuzt «Cwvtfo ath hM<t &e dtgºte ath hM<t 166 9.98 yul.me.me. 29.12.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,335,North,lhtuzt,12 NARODA,115.0,23.1,,,,lhtuzt dòll rJjt &e ybwj vtjoh htuz 115 8.5 yul.me.me. 23.1.2023 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,336,North,lhtuzt,12 NARODA,495.0,27.12,27.12.2022,,,lhtuzt ©e htb atuf &e b^wJl øjtuhe 495 9.61 yul.me.me. 27.12.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,337,North,lhtuzt,12 NARODA,245.0,22.1,,,,lhtuzt Nuxxe vtl vtjoh &e fwbthNt¤t mw^eltu htuz(ChJtz Jtmltu buRl htuz) 245 8.5 yul.me.me. 22.1.2023 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,338,North,lhtuzt,12 NARODA,425.0,24.4,,,,lhtuzt ybhvtfo &e ©Øt vtfo mw^e ltu htuz <ubs ht^t JÕjC mtumtgxe &e fultj <hV ltu htuz 425 4.7 yul.me.me. 24.4.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,339,North,lhtuzt,12 NARODA,220.0,20.11,20.11.2022,,,lhtuzt ytkcuµh atJtlt &e ©eS ckøjtuÍ <&t btunlldh ath hM<t &enrhîth mtumtgxe mw^eltu htuz 220 9.2 yul.me.me. 20.11.2022 yÕ¾uN mtujkfe rJsg «egœNeo lgltcul Fhtze
2019-20,340,North,lhtuzt,12 NARODA,148.0,108.0,,,,lhtuzt xe.ve.121 btk yuV.ve.78 &e 148 mw^e (108 &e ytuaeoz) 408 5 yul.me.me. 11.2.2023 yÕ¾uN mtujkfe «KJ vkze< lgltcul Fhtze
2019-20,341,North,RrLzgtftujtu,,550.0,24.02,24.02.2023,,,RrLzgtftujtu le œevf mtgfj htuz 550 7.5 yul.me.me. RLVt Ãt{t. 24.02.2023©e yrùlCtR ztbtuh ©e rljuNCtR vxuj ©e yth.ce.vxuj
2019-20,342,North,mhmvwh,27 SARASPUR-RAKHIYAL,350.0,15.0,24.02.2023,N.C.C. Infra Pvt Ltd,,mhmvwh- hrFgtj dtiœtKe mfoj &e htgvwhbej mfoj &e ce.yth.xe.yum htuz mw^e 350 15.00 yul.me.me. RL£tMvum «t.je.24.02.2023 dti<bCtR «òvr< ytR.ze.htXtuz yth.ce.vxuj
2019-20,343,North,mhmvwh,27 SARASPUR-RAKHIYAL,270.0,17.0,27.02.2023,N.C.C. Infra Pvt Ltd,,mhmvwh- hrFgtj dtiœtKe mfoj &e nebtœ[ebej ºtK hM<t mw^e 270 17.00 yul.me.me. RL£tMvum «t.je.27.02.2023 dti<bCtR «òvr< ytR.ze.htXtuz yth.ce.vxuj
2019-20,344,North,fwcuhldh,14 KUBERNAGR,165.0,17.5,01-02-2023,N.C.C. Infra Pvt Ltd,,fwcuhldh œtœlmtn œhcth Jt¤tu htuz 165 17.5 yul.me.me. RL£tMvum «t.je.01-02-2023©e søœeNCtR buJtzt ©e bwfuNCtR yul. vxuj ©e aeblCtR fu.Fhtze
2019-20,345,North,misvwh,,1047.0,13.5,20-11-2022,N.C.C. Infra Pvt Ltd,,misvwh rnhtJtze htuz 1047 13.5 yul.me.me. RL£tMvum «t.je.20-11-2022 œeluNCtR atu^he ©e yrb< ytuÍt©e aeblCtR fu.Fhtze
2019-20,346,North,mhœthldh,11 SARDARNAGAR,699.0,2.0,01-02-2023,N.C.C. Infra Pvt Ltd,,mhœthldh «dr<vtfo&e <wjmevtfo mw^eltu htuz 699 7.9 yul.me.me. RL£tMvum «t.je.01-02-2023 S<uL÷CtR Jmigt WbkdCtR vxuj©e aeblCtR fu.Fhtze
2019-20,347,North,mhœthldh,11 SARDARNAGAR,51.0,70.0,01-02-2023,N.C.C. Infra Pvt Ltd,,mhœthldh heJuht 51 Jt¤tu htuz 70 7.8 yul.me.me. RL£tMvum «t.je.01-02-2023 S<uL÷CtR Jmigt WbkdCtR vxuj©e aeblCtR fu.Fhtze
2019-20,348,North,X¬hldhfultj,,1174.0,18.04,18.04.2022,N.C.C. Infra Pvt Ltd,,"X¬hldhfultj mJeom htuz (vw»vf vkvekd &e ChJtz Jtm rJCtd-2) 1174 6.28, 8.22, 5.65 yul.me.me. RL£t. «t.je. 18.04.2022 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze"
2019-20,349,North,836,,836.0,15.0,,,,836 15.00
2019-20,350,North,150,,150.0,,,,,150 6.79
2019-20,351,North,X¬hldh,,81.0,21.11,21.11.2022,N.C.C. Infra Pvt Ltd,,X¬hldh jJ ckøjtuÍ xe.ve. htuuz 81 9.00 yul.me.me. RL£t. «t.je. 21.11.2022 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze
2019-20,352,North,X¬hldh,,236.0,7.01,07.01.2023,N.C.C. Infra Pvt Ltd,,X¬hldh jtCt&o mtumt. htuz 236 5.58 yul.me.me. RL£t. «t.je. 07.01.2023 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze
2019-20,353,North,X¬hldh,,383.0,11.21,11.01.2023,N.C.C. Infra Pvt Ltd,,X¬hldh ltucj Mfwj htuz 383 11.21 yul.me.me. RL£t. «t.je. 11.01.2023 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze
2019-20,354,North,X¬hldhmhœth,,1087.0,14.08,03.03.2023,N.C.C. Infra Pvt Ltd,,X¬hldhmhœth atuf &e bntft¤e bkœeh mw^e (yum.yth.ve htuz) 1087 14.08 yul.me.me. RL£t. «t.je. 03.03.2023 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze
2019-20,355,North,X¬hldh,,225.0,2.03,02.03.2023,N.C.C. Infra Pvt Ltd,,X¬hldh dehehts htuz 225 8.17 yul.me.me. RL£t. «t.je. 02.03.2023 mtihC vxuj vhuNCtR ati^he lgltcul Fhtze
2019-20,356,North,lhtuzt,12 NARODA,2700.0,30.0,,,,lhtuzt lhtuzt vtxegt mJeom htuz 2700 6 Cdeh& yumtumeyuxm 30/05/2022 mr<»t JtDujt bnuNCtR htsvw< fehex vhbth
2019-20,357,North,RLzegt,22 INDIA COLONY,5200.0,15.0,,,,RLzegt ftujtule ftjwvwh rc{s &e lhtuzt vtxegt 5200 15 fj&egt yuLS. yuLz fkMx[fNl je.19/11/2022 mr<»t JtDujt bnuNCtR htsvw< fehex vhbth
2019-20,358,North,lhtuzt,12 NARODA,1365.0,14.0,,,,lhtuzt jûbe rJjt &e S.R.ce 1365 14 Cdeh& yumtumeyuxm 18/10/2022 mr<»t JtDujt bnuNCtR htsvw< fehex vhbth
2019-20,359,North,ctvw,26 BAPUNAGAR,1000.0,18.0,01-09-2023,,,ctvw ldh jtjcntœwh Mxurzgb &e jebzt mfoj &e Vwxjt œuJj 1000 18fj&egt yuLS. yuLz fkMx[fNl je.01-09-2023 mr<»t JtDujt bnuNCtR htsvw< fehex vhbth
2019-20,360,North,lhtuzt,12 NARODA,108.0,1300.0,11-05-2022,,,lhtuzt nheœNol &e 108 hekdhtuz 1300 15 Cdeh& yumtumeyuxm 11-05-2022 mr<»t JtDujt bnuNCtR htsvw< fehex vhbth
