year,code,head,page,dept,dept_name,raw_line
2019-20,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),240,304,SMdI]GLS[XG  lJEFUSMdI]GLS[XG  lJEFUSMdI]GLS[XG  lJEFUSMdI]G,"0.00 0.00 0.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 1.00 1.00 1.00 1.00"
2019-20,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),241,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"226.97 213.70 500.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 500.00 500.00 500.00 500.00"
2019-20,DEPT371,DEPT TOTAL,241,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B"
2019-20,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),241,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"1084.75 453.66 1600.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 1680.00 1400.00 1680.00 1680.00"
2019-20,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),241,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"2728.01 2381.45 3500.00 23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 5500.00 5000.00 5500.00 5500.00"
2019-20,DEPT371,DEPT TOTAL,241,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S], 10706.80 5828.42 4119.17 10061.80 7438.80 10706.80 10706.80"
2019-20,DEPT381,DEPT TOTAL,242,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2019-20,10301,"VEHICLE TAX (rev inc, dept 381)",242,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,7998.85 9485.13 10000.00 10301 JFCG 8[Ù 11489.26 10000.00 11439.26 11439.26
2019-20,13423,ROAD CUT RESTORATION CHARGES (rev inc),242,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,3223.89 3646.28 1200.00 13423 Z:TF S5FT 5]Go :YF5G OL 500.00 3000.00 500.00 500.00
2019-20,DEPT381,DEPT TOTAL,242,381,"Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,","381 Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S], 12005.26 11629.14 13132.70 13015.00 11211.00 11955.26 11955.26"
2019-20,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),242,401,C[<YBFT]\C[<YBFT]\C[<YBFT]\C[<YBFT]\,"2.64 12.75 23.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 25.00 15.00 25.00 25.00"
2019-20,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),246,609,h]h] h]h],"0.00 0.31 0.40 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0.40 0.40 0.40 0.40"
2019-20,DEPT371,DEPT TOTAL,275,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B"
2019-20,DEPT371,DEPT TOTAL,276,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S], 11694.24 9266.13 9976.97 12575.56 12087.68 13395.24 13395.24"
2019-20,DEPT381,DEPT TOTAL,276,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2019-20,38401,ROADS STREETS AND PAVEMENTS (rev exp),276,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5","1074.82 1229.79 1363.24 38401 Z:TF U,LVM TYF O}85FY 1435.00 1300.00 1435.00 1435.00"
2019-20,38407,FOOT-PATH PAVEMENTS (rev exp),276,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5",112.88 161.24 197.60 38407 O}85FY s5[JD[g8f 223.00 191.00 223.00 223.00
2019-20,38413,POLE PAVEMENTS (rev exp),276,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5",23.94 37.15 41.00 38413 5M/ 5[JD[g8 50.00 48.00 50.00 50.00
2019-20,DEPT381,DEPT TOTAL,276,381,"Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,","381 Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S], 4479.83 3286.08 3814.86 4091.92 4228.59 4479.83 4479.83"
2019-20,DEPT371,DEPT TOTAL,304,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B"
2019-20,DEPT371,DEPT TOTAL,306,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B  v S], 71474.22 40068.40 30108.58 48424.12 37607.00 79974.22 79974.22"
2019-20,DEPT381,DEPT TOTAL,306,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2019-20,64406,ROADS AND STREETS - GENERAL (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","1707.08 2715.84 3300.00 64406 Z:TF4 U,L  v HGZ, 8200.00 8200.00 11900.00 11900.00"
2019-20,64410,NALA - GENERAL (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","0.00 0.00 0.00 64410 GF/F4 HGZ, 0.00 300.00 1000.00 1000.00"
2019-20,64414,TRAFFIC CONTROL BLOCK (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","161.34 133.72 500.00 64414 8=FOLS Sg8=M, a,MÉ; 800.00 1300.00 800.00 800.00"
2019-20,64452,70:20:10 SCHEME ROAD IN SOC (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","5057.89 6294.78 6300.00 64452 *_oZ_o!_ IMHGF C[9/ ;M;FI8LVMDF\  ZM0GL ;]lJWF VF5JF VT\U""T BR"" 4000.00 4200.00 4000.00 4000.00"
2019-20,64453,R.C.C. ROAD (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G",0.00 0.00 0.00 64453 VFZP;LP;LP ZM0 0.00 1500.00 0.00 0.00
2019-20,64729,HOT MIX PLANT (capex),306,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","0.00 0.00 0.00 64729 CM8DL1F %,Fg8 0.00 2000.00 1000.00 1000.00"
2019-20,DEPT381,DEPT TOTAL,306,381,"Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,","381 Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S], 13000.00 6943.72 9146.28 17800.00 10105.00 18700.00 18700.00"
2019-20,64402,OTHER BRIDGES (capex),306,382,"5],M5],M 5],M5],M","2442.69 1918.84 2100.00 64402 VgI 5], 16000.00 17200.00 19200.00 19200.00"
2019-20,DEPT382,DEPT TOTAL,306,382,"5],M  v S],5],M  v S],5],M  v S],5],M  v S], 17000.00 2442.6","382 5],M  v S],5],M  v S],5],M  v S],5],M  v S], 17000.00 2442.69 1918.84 17700.00 2200.00 20200.00 20200.00"
2019-20,DEPT962,DEPT TOTAL,309,962,"hMG, S[5L8, JS"";hMG, S[5L8, JS"";hMG, S[5L8, JS"";hMG, S[5L8, ","962 hMG, S[5L8, JS"";hMG, S[5L8, JS"";hMG, S[5L8, JS"";hMG, S[5L8, JS"";"
2019-20,64401,ROADS AND STREETS RESURFACING (capex),309,911,ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\,"3733.88 2366.23 4853.61 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 8258.87 7954.66 8258.87 8258.87"
2019-20,64406,ROADS AND STREETS - GENERAL (capex),310,911,ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\,"1135.12 564.52 1150.26 64406 Z:TF4 U,L  v HGZ, 2350.68 1354.26 2350.68 2350.68"
2019-20,64407,FOOTPATH AND PAVEMENTS (capex),310,911,ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\;N;eIzLGL U|Fg8ÒPVMPÒP ;\,1122.81 1476.61 2290.61 64407 O]85FY4 5[JD[g8 3308.78 2678.01 3308.78 3308.78
2019-20,DEPT962,DEPT TOTAL,310,962,"hMG, S[5L8, JS"";  v S],hMG, S[5L8, JS"";  v S],hMG, S[5L8, JS","962 hMG, S[5L8, JS"";  v S],hMG, S[5L8, JS"";  v S],hMG, S[5L8, JS"";  v S],hMG, S[5L8, JS"";  v S], 45000.00 14513.64 12833.87 38000.00 18000.00 45000.00 45000.00"
2019-20,DEPT967,DEPT TOTAL,310,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP ","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S], 1000.00 6101.71 2642.50 3800.00 1778.00 1000.00 1000.00"
2019-20,64401,ROADS AND STREETS RESURFACING (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L","7556.64 7614.45 10000.00 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 7500.00 6000.00 7500.00 7500.00"
2019-20,64402,OTHER BRIDGES (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L","4708.32 9159.12 13000.00 64402 VgI 5], 10000.00 10000.00 10000.00 10000.00"
2019-20,64406,ROADS AND STREETS - GENERAL (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L","2477.19 1601.88 3500.00 64406 Z:TF4 U,L  v HGZ, 4000.00 3500.00 4000.00 4000.00"
2019-20,64407,FOOTPATH AND PAVEMENTS (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L",27.76 197.70 400.00 64407 O]85FY4 5[JD[g8 400.00 200.00 400.00 400.00
2019-20,64410,NALA - GENERAL (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L","2715.55 2268.72 1500.00 64410 GF/F4 HGZ, 1500.00 2000.00 1500.00 1500.00"
2019-20,64414,TRAFFIC CONTROL BLOCK (capex),311,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L","241.14 359.69 400.00 64414 8=FOLS Sg8=M, a,MÉ; 200.00 200.00 200.00 200.00"
2019-20,64453,R.C.C. ROAD (capex),312,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF:JÂ6""D HI\TL D]bID\+L",719.75 721.20 700.00 64453 VFZP;LP;LP ZM0 4000.00 100.00 4000.00 4000.00
2019-20,DEPT968,DEPT TOTAL,312,968,":JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF  v S],:JÂ6""D HI\TL D","968 :JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF  v S],:JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF  v S],:JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF  v S],:JÂ6""D HI\TL D]bID\+L XC[ZL ÂJSF; IMHGF  v S], 75000.00 55061.66 50145.42 60000.00 70000.00 75000.00 75000.00"
2019-20,DEPT969,DEPT TOTAL,312,969,"VD'T  v S],VD'T  v S],VD'T  v S],VD'T  v S], 25000.00 200.59","969 VD'T  v S],VD'T  v S],VD'T  v S],VD'T  v S], 25000.00 200.59 5524.71 23500.00 15000.00 25000.00 25000.00"
2019-20,DEPT381,DEPT TOTAL,315,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2019-20,86269,70:20:10 SCHEME ROAD CONTRIB (cap inc),315,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","721.98 521.91 600.00 86269 *_oZ_o!_ IMHGF C[9/ ;M;FI8LVMDF\  ZM0GL ;]lJWF VF5JF VT\U""T VFJS 650.00 0.00 650.00 650.00"
2019-20,86275,ROAD AT 80:20 SCHEME (cap inc),315,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G",14.23 3.86 0.00 86275 (_oZ_ :SLD C[9/ ZM0GF SFDM 0.00 0.00 0.00 0.00
2019-20,DEPT381,DEPT TOTAL,315,381,"Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,","381 Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S],Z:TF4 U,LVM4 O]85FY  v S], 650.00 735.11 525.77 0.00 600.00 650.00 650.00"
2019-20,DEPT967,DEPT TOTAL,316,967,"H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP ","967 H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S],H[PV[GPV[GPI]PVFZPV[DP  ÝMH[É8  v S], 100.00 1222.12 -911.90 0.00 595.00 100.00 100.00"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),238,111,GF6F\ BFT]\GF6F\ BFT]\GF6F\ BFT]\GF6F\ BFT]\,"7.64 8.80 1.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),239,121,J:TL U6TZLJ:TL U6TZLJ:TL U6TZLJ:TL U6TZL,"2.84 8.05 8.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),240,121,J:TL U6TZLJ:TL U6TZLJ:TL U6TZLJ:TL U6TZL,"0.00 0.00 1.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),241,121,J:TL U6TZLJ:TL U6TZLJ:TL U6TZLJ:TL U6TZL,"0.00 0.00 3.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),243,302,"ZMXGL BFT] s,F.8 BFT]\fZMXGL BFT] s,F.8 BFT]\fZMXGL BFT] s,F","394.60 322.43 150.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),243,304,SMdI]GLS[XG  lJEFUSMdI]GLS[XG  lJEFUSMdI]GLS[XG  lJEFUSMdI]G,"0.00 0.00 2.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),244,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"257.90 255.38 350.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,DEPT371,DEPT TOTAL,244,371,".HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),244,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"790.47 602.59 900.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),244,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,"3292.06 5148.05 5000.00 23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 1500.00 1500.00 1500.00 1500.00"
2024-25,DEPT371,DEPT TOTAL,244,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFg","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS], 3666.28 5253.95 7074.74 3743.78 7399.88 3666.28 3666.28"
2024-25,DEPT381,DEPT TOTAL,244,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2024-25,10301,"VEHICLE TAX (rev inc, dept 381)",244,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,13156.41 18652.98 21000.00 10301 JFCG 8[Ù 25000.00 17879.00 23500.00 23500.00
2024-25,13423,ROAD CUT RESTORATION CHARGES (rev inc),245,332,BF/S]JFBF/S]JFBF/S]JFBF/S]JF,360.16 427.32 425.00 13423 Z:TF S5FT 5]Go :YF5G OL 350.00 150.00 350.00 350.00
2024-25,DEPT381,DEPT TOTAL,245,381,"Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O","381 Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS], 25400.00 13582.90 19108.11 18079.00 21450.00 23900.00 23900.00"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),245,401,C[<YBFT]\C[<YBFT]\C[<YBFT]\C[<YBFT]\,"39.68 50.80 50.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),246,411,-MZ +F; V\S]X lJEFU-MZ +F; V\S]X lJEFU-MZ +F; V\S]X lJEFU-MZ,"2.86 7.71 5.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),247,501,NJFBFGFNJFBFGFNJFBFGFNJFBFGF,"0.00 0.00 1.75 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),248,609,h]h] h]h],"0.10 0.00 0.30 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),248,611,:JLDÄU 5]<;:JLDÄU 5]<;:JLDÄU 5]<;:JLDÄU 5]<;,"0.00 0.00 1.00 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL"
2024-25,DEPT371,DEPT TOTAL,268,371,".HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI"
2024-25,DEPT371,DEPT TOTAL,270,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFg","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS], 14298.08 10869.80 14120.97 16947.94 18761.22 17343.08 17343.08"
2024-25,DEPT381,DEPT TOTAL,270,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2024-25,38401,ROADS STREETS AND PAVEMENTS (rev exp),270,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5","910.65 1059.23 2187.95 38401 Z:TF U,LVM TYF O}85FY 2485.80 1304.00 2485.80 2485.80"
2024-25,38407,FOOT-PATH PAVEMENTS (rev exp),270,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5",143.11 187.42 337.66 38407 O}85FY s5[JD[g8f 419.00 298.00 419.00 419.00
2024-25,38413,POLE PAVEMENTS (rev exp),270,372,"JS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5 G\PZ sZM,ZfJS""XM5",26.56 35.87 68.00 38413 5M/ 5[JD[g8 89.60 65.00 89.60 89.60
2024-25,DEPT381,DEPT TOTAL,270,381,"Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O","381 Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS],Z:TF4 U,LVM4 O]85FYvS], 5701.50 3150.50 3524.67 4211.15 5239.29 5701.50 5701.50"
2024-25,DEPT371,DEPT TOTAL,290,371,".HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F","371 .HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI.HG[Z 0L5F8""D[g8 v ;FDFgI"
2024-25,DEPT371,DEPT TOTAL,291,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFg","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS],.HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[BvS], 79990.00 45072.40 75407.78 78096.79 100810.00 109690.00 109690.00"
2024-25,DEPT381,DEPT TOTAL,291,381,"Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:T","381 Z:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FYZ:TF4 U,LVM4 O]85FY"
2024-25,64401,ROADS AND STREETS RESURFACING (capex),291,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","0.00 0.00 1500.00 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 3000.00 0.00 4000.00 4000.00"
2024-25,64406,ROADS AND STREETS - GENERAL (capex),291,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","4046.99 1545.63 1500.00 64406 Z:TF4 U,L  v HGZ, 30000.00 29400.00 36900.00 36900.00"
2024-25,64407,FOOTPATH AND PAVEMENTS (capex),291,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G",0.00 0.00 500.00 64407 O]85FY4 5[JD[g8 900.00 0.00 2400.00 2400.00
2024-25,64414,TRAFFIC CONTROL BLOCK (capex),291,326,"0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G0=[G[H ,F.G","498.98 549.15 1000.00 64414 8=FOLS Sg8=M, a,MÉ; 2000.00 500.00 2000.00 2000.00"
