library_id,name,service_tier,source_location_type,hierarchy_rank,physical_access_model,zone,address,latitude,longitude,coordinate_status,coordinate_provenance_group,geocode_confidence,geocode_provider,max_seating_capacity,opening_hours,weekly_open_hours,branch_collection_size,collection_types,branch_detail_status,usable_for_internal_access_model,usable_for_public_open_dataset,notes
dpl_mobile_service_point_035_0070,Mobile Service Point 035,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Friendly Welfare Association office Flat No. A3/195, Paschim Vihar, New Delhi-110063",28.6698791,77.10691640000002,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_036_0071,Mobile Service Point 036,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Paschim Vihar B-4, New Delhi",28.5665463,77.162787,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_037_0072,Mobile Service Point 037,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Kendriya Karmachari Awas Parisar Mohammadpur Delhi,28.5653646,77.1880559,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_038_0073,Mobile Service Point 038,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Loksabha sachivalay Awas Parisar R.K. Puram Sector-02 Delhi,28.5667762,77.1981014,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_039_0074,Mobile Service Point 039,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"C-Block, J.J. Colony, Near Delhi Library Association",28.6266383,77.0611235,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_040_0075,Mobile Service Point 040,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Mini Stadium, Naraina Vihar, Delhi",28.6234055,77.13732519999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_041_0076,Mobile Service Point 041,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near DDA Office, Shahpur Jat, Delhi",28.5497895,77.2149108,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_042_0077,Mobile Service Point 042,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Mother Dairy, Khel Gaon, Shahpur Jat, Delhi",28.550666,77.21086749999999,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_043_0078,Mobile Service Point 043,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Green View Aptt. Dwarka, Sector-19, New Delhi",28.5819386,77.05042619999999,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_044_0079,Mobile Service Point 044,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Sector-A, Pocket-C Gate No. 2 Vasant Kunj Delhi",28.6874091,76.9982493,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_045_0080,Mobile Service Point 045,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Market,R.K Puram Sector-4 ,New Delhi",28.5580188,77.17871140000001,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_046_0081,Mobile Service Point 046,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Dussehra Medan Gandhi Vihar Delhi,28.7212097,77.2139292,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_047_0082,Mobile Service Point 047,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Biodiversity Park Wazirabad Delhi,28.7317287,77.2197626,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_048_0083,Mobile Service Point 048,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Opp. M.C. D Primary School, Main Road, Bakhtawar Pur Village, Delhi",28.8255474,77.17435499999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_049_0084,Mobile Service Point 049,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Palla Village Main Road, Delhi",28.8436202,77.1849609,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_050_0085,Mobile Service Point 050,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Geeta Bhawan Mandir, Malviya Nagar Road, Block-7, Malviya Nagar, New Delhi-110017",28.533145,77.2072694,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_051_0086,Mobile Service Point 051,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Old Shiv Mandir, Khanpur Bus Stand, Delhi-110076",28.5022811,77.2280811,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_052_0087,Mobile Service Point 052,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near C.G.H.S Dispensary, Sector-1, Pushpvihar, Delhi",28.5230851,77.2194086,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_053_0088,Mobile Service Point 053,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"R.W.A., H-Block, Gate No.2, Near Veer Singh Garhwal Sarvodaya Bal Vidyalaya Saket, New Delhi-110017",28.5725053,77.21173399999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_054_0089,Mobile Service Point 054,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"RWA, Gate No.1, Pocket-C, Sarita Vihar, New Delhi-110074",28.5292663,77.28902389999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_055_0090,Mobile Service Point 055,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Old Shiv Mandir Kantheshwar Mahadev Mandir, Main Chowk Aligaon, New Delhi-110076",28.5310408,77.3213145,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_056_0091,Mobile Service Point 056,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Commonwealth Khel Gaon Delhi,28.5530539,77.2156991,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_057_0092,Mobile Service Point 057,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,Near By Khichadipur Gurudwara East Vinod Nagar Delhi,28.62406,77.3092125,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_058_0093,Mobile Service Point 058,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Sarvodaya Girls School, Chandra Vihar, Delhi",28.6499708,77.0624888,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_059_0094,Mobile Service Point 059,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Mandavali Village, Near Mayur Public School, Mandavali, Delhi",28.6269627,77.2952983,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_060_0095,Mobile Service Point 060,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Golak Dham Mandir, Main Road, Bijwasan, Delhi",28.5340813,77.0595629,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_061_0096,Mobile Service Point 061,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near PNB Bank Bus Stand, Deoli, Delhi",28.5019207,77.2297379,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_062_0097,Mobile Service Point 062,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Near Delhi Jal Board, Filling Station",28.7040592,77.10249019999999,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_063_0098,Mobile Service Point 063,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Central for Blind Women with disablility (NAB) L-25, Hauz Khas Enclave, New Delhi-110016",28.547569,77.20522729999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_064_0099,Mobile Service Point 064,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"National Association for the blind R.K.Puram Sector-5, New Delhi-110022",28.560699,77.175038,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_065_0100,Mobile Service Point 065,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Janta Adarsh Blind School, Sirifort Road, Sadiq Nagar, New Delhi",28.5556414,77.2248879,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_066_0101,Mobile Service Point 066,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Blind Relief Association, Lal Bahadur Shastri Marg, Lodhi Road, New Delhi-3",28.5906005,77.2283205,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_067_0102,Mobile Service Point 067,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Institute for the Blind Girls Hostel Houses no. 25, gali no.2, Bhagat Colony, Sant Nagar, Burari Delhi",28.738094,77.18932400000001,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_068_0103,Mobile Service Point 068,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Govt. Blind Boys Sr.Sec. School, Seva Kutir and College Going Hostel, Delhi-9",28.5389781,77.2638336,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_069_0104,Mobile Service Point 069,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Blind Welfare Society, Main Road, Block X, 2/21 Mangolpuri, Delhi-83",28.7017394,77.07175889999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_070_0105,Mobile Service Point 070,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Divya Jyoti Niwas, Mangolpuri Khurd, Rohini Sector-1 Avantika Mor, Delhi",28.6986162,77.0954831,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_071_0106,Mobile Service Point 071,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Satyawati College Ashok Vihar Phase-2, New Delhi",28.6954782,77.1812195,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_072_0107,Mobile Service Point 072,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Delhi University (2,4 Week)",28.5843699,77.1629105,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_073_0108,Mobile Service Point 073,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Faculty of Arts, University of Delhi Guru Teg Bahadur Road",28.6918262,77.2082661,located,google_geocode,google_approx,google:GEOMETRIC_CENTER,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_074_0109,Mobile Service Point 074,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"A.I.C.B., Sector-5 Rohini, Delhi-85",28.71665339999999,77.11054899999999,located,google_geocode,google_verified,google:ROOFTOP,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_075_0110,Mobile Service Point 075,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"Blind School, Amar Colony, Lajpat Nagar, New Delhi",28.5617318,77.242679,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
dpl_mobile_service_point_076_0111,Mobile Service Point 076,mobile_service_point,mobile_service_point,60,scheduled_mobile_stop,mobile,"All India Association for the blind Raghuveer Nagar, New Delhi-27",28.6570269,77.1114928,located,google_geocode,google_approx,google:APPROXIMATE,,,,,,missing_branchwise_public_detail,yes,no,Scheduled mobile-library stop; not equivalent to a permanent branch. Coordinates are Google-geocoded and are internal-use until independently verified.
